,0
0.007500000894069671,0.0
0.022500002682209013,0.0
0.037500004470348354,0.0
0.0525000062584877,0.0
0.06750000804662704,0.0
0.08250000983476637,0.0
0.09750001162290572,0.0
0.11250001341104508,0.0
0.1275000151991844,0.0
0.14250001698732376,0.0
0.15750001877546307,0.0
0.17250002056360245,0.0
0.1875000223517418,0.0
0.2025000241398811,0.0
0.21750002592802048,0.0
0.23250002771615977,0.0
0.2475000295042991,0.0
0.2625000312924385,0.0
0.2775000330805778,0.0
0.2925000348687172,0.0
0.3075000366568565,0.0
0.3225000384449958,0.0
0.3375000402331352,0.0
0.3525000420212745,0.0
0.36750004380941387,0.0
0.38250004559755324,0.0
0.39750004738569256,0.0
0.4125000491738319,0.0
0.42750005096197125,0.0
0.44250005275011056,0.0
0.4575000545382499,0.0
0.4725000563263893,0.0
0.48750005811452857,0.0
0.5025000599026679,0.0
0.5175000616908073,0.0
0.5325000634789466,0.0
0.547500065267086,0.0
0.5625000670552254,0.0
0.5775000688433647,0.0
0.592500070631504,0.0
0.6075000724196433,0.0
0.6225000742077826,0.0
0.637500075995922,0.0
0.6525000777840613,0.0
0.6675000795722007,0.0
0.68250008136034,0.0
0.6975000831484793,0.0
0.7125000849366188,0.0
0.7275000867247581,0.0
0.7425000885128974,0.0
0.7575000903010368,0.0
0.7725000920891761,0.0
0.7875000938773155,0.0
0.8025000956654548,0.0
0.8175000974535941,0.0
0.8325000992417334,0.0
0.8475001010298728,0.0
0.8625001028180121,0.0
0.8775001046061515,0.0
0.8925001063942908,0.0
0.9075001081824302,0.0
0.9225001099705697,0.0
0.9375001117587091,0.0
0.9525001135468483,0.0
0.9675001153349876,0.0
0.9825001171231269,0.0
0.9975001189112662,0.0
1.0125001206994055,0.0
1.027500122487545,0.0
1.0425001242756844,0.0
1.0575001260638237,0.0
1.072500127851963,0.0
1.0875001296401023,0.0
1.1025001314282417,0.0
1.1175001332163812,0.0
1.1325001350045205,0.0
1.1475001367926598,0.0
1.1625001385807991,0.0
1.1775001403689385,0.0
1.1925001421570778,0.0
1.207500143945217,0.0
1.2225001457333564,0.0
1.2375001475214957,0.0
1.252500149309635,0.0
1.2675001510977744,0.0
1.2825001528859137,0.0
1.297500154674053,0.0
1.3125001564621925,0.0
1.3275001582503319,0.0
1.3425001600384712,0.0
1.3575001618266105,0.0
1.3725001636147498,0.0
1.3875001654028891,0.0
1.4025001671910287,0.0
1.417500168979168,0.0
1.4325001707673073,0.0
1.4475001725554466,0.0
1.462500174343586,0.0
1.4775001761317252,0.0
1.4925001779198646,0.0
1.507500179708004,0.0
1.5225001814961434,0.0
1.5375001832842827,0.0
1.552500185072422,0.0
1.5675001868605614,0.0
1.5825001886487007,0.0
1.59750019043684,0.0
1.6125001922249793,0.0
1.6275001940131186,0.0
1.642500195801258,0.0
1.6575001975893973,0.0
1.6725001993775366,0.0
1.6875002011656761,0.0
1.7025002029538154,0.0
1.7175002047419548,0.0
1.732500206530094,0.0
1.7475002083182334,0.0
1.7625002101063727,0.0
1.777500211894512,0.0
1.7925002136826516,0.0
1.8075002154707906,0.0
1.8225002172589302,0.0
1.8375002190470697,0.0
1.8525002208352088,0.0
1.8675002226233484,0.0
1.8825002244114875,0.0
1.897500226199627,0.0
1.912500227987766,0.0
1.9275002297759054,0.0
1.942500231564045,0.0
1.957500233352184,0.0
1.9725002351403236,0.0
1.9875002369284627,0.0
2.0025002387166024,0.0
2.0175002405047415,0.0
2.032500242292881,0.0
2.0475002440810206,0.0
2.0625002458691597,0.0
2.0775002476572992,0.0
2.0925002494454383,0.0
2.1075002512335774,0.0
2.122500253021717,0.0
2.137500254809856,0.0
2.1525002565979956,0.0
2.1675002583861347,0.0
2.1825002601742742,0.0
2.1975002619624133,0.0
2.212500263750553,0.0
2.2275002655386924,0.0
2.2425002673268315,0.0
2.257500269114971,0.0
2.27250027090311,0.0
2.2875002726912497,0.0
2.3025002744793888,0.0
2.3175002762675283,0.0
2.332500278055668,0.0
2.347500279843807,0.0
2.3625002816319465,0.0
2.3775002834200856,0.0
2.392500285208225,0.0
2.407500286996364,0.0
2.4225002887845037,0.0
2.4375002905726433,0.0
2.4525002923607824,0.0
